"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"38908","Tamil Nadu","Street lights","WS/MP18175/2025-2026/221202","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A.","DHARAMAPURI","02-Sep-2026","AYODHYA ENTERPRISES","Payment Success","464851"
"38909","Tamil Nadu","Street lights","WS/MP18175/2025-2026/221090","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A.","DHARAMAPURI","29-Jun-2026","AYODHYA ENTERPRISES","Payment Success","540012"
"38910","Tamil Nadu","Street lights","WS/MP18175/2025-2026/221092","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A.","DHARAMAPURI","24-Jun-2026","AYODHYA ENTERPRISES","Payment Success","523243"
"38911","Tamil Nadu","Street lights","WS/MP18175/2025-2026/221091","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A.","DHARAMAPURI","24-Jun-2026","AYODHYA ENTERPRISES","Payment Success","540012"
"38912","Tamil Nadu","Street lights","WS/MP18175/2025-2026/221089","DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA)","MANI. A.","DHARAMAPURI","23-Jun-2026","AYODHYA ENTERPRISES","Payment Success","521806"
"38913","Gujarat","Installing tube-wells and borewells","WS/	 MP578/2024-2025/159706","BHARUCH(DISTRICT COLLECTOR BROACH_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","16-Jun-2025","KARA GRAM PANCHAYAT","Payment Success","100000"
"38914","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP578/2025-2026/210735","BHARUCH(DISTRICT COLLECTOR BROACH_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","22-Jul-2026","KARA GRAM PANCHAYAT","Payment Success","200000"
"38915","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP578/2024-2025/156654","BHARUCH(DISTRICT COLLECTOR BROACH_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","16-Jun-2025","DANSOLI GRAM PANCHAYAT","Payment Success","250000"
"38916","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP578/2025-2026/210733","BHARUCH(DISTRICT COLLECTOR BROACH_IDA)","Mansukhbhai Dhanjibhai Vasava","BHARUCH","11-Oct-2025","DANSOLI GRAM PANCHAYAT","Payment Success","200000"
"38917","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2024-2025/160254","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","17-Jun-2025","MOTA MADHAD GRAM PANCHAYAT","Payment Success","299331"
"38918","Meghalaya","Construction of New Building","WS/MP18137/2025-2026/158678","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","20-Feb-2026","SOCIAL AND ECONOMIC LIFE DEVELOPMENT DISTRICT KHATARSHNONG","Payment Success","70000"
"38919","Meghalaya","Construction of New Building","WS/MP18137/2025-2026/158678","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","21-Oct-2025","SOCIAL AND ECONOMIC LIFE DEVELOPMENT DISTRICT KHATARSHNONG","Payment Success","280000"
"38920","Meghalaya","Construction of New Building","WS/MP18137/2025-2026/158678","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","11-Jul-2025","SOCIAL AND ECONOMIC LIFE DEVELOPMENT DISTRICT KHATARSHNONG","Payment Success","350000"
"38921","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP640/2025-2026/172497","MANDLA(DISTRICT COLLECTOR MANDLA_IDA)","Faggan Singh Kulaste","MANDLA(ST)","22-Jul-2025","CMO NAGARPALIKA MANDLA","Payment Success","300000"
"38922","Telangana","Construction of community centers and community halls","WS/MP770/2026-2027/213816","KARIMNAGAR(DISTRICT COLLECTOR KARIMNAGAR_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","07-Jul-2026","GOLUSULA MAHESH","Payment Success","420698"
"38923","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP18148/2025-2026/169748","MALKANGIRI(District Collector Malkangiri_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","26-Feb-2026","PRDEEPTA KUMAR PANDA","Payment Success","500000"
"38924","Odisha","Construction of community centers and community halls","WS/MP18148/2025-2026/198418","MALKANGIRI(District Collector Malkangiri_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","23-Feb-2026","PRDEEPTA KUMAR PANDA","Payment Success","500000"
"38925","Odisha","Construction of additional rooms and halls in the existing public and community building","WS/MP18148/2025-2026/169749","MALKANGIRI(District Collector Malkangiri_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","30-Jan-2026","PRDEEPTA KUMAR PANDA","Payment Success","1000000"
"38926","Odisha","Construction of community centers and community halls","WS/MP18148/2025-2026/198419","MALKANGIRI(District Collector Malkangiri_IDA)","BALABHADRA MAJHI","NABARANGPUR(ST)","16-Apr-2026","PRDEEPTA KUMAR PANDA","Payment Success","500000"
"38927","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/162002","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","31-Mar-2026","Jostin Masharing","Payment Success","250000"
"38928","Meghalaya","Construction of community centers and community halls","WS/MP18137/2025-2026/162002","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","06-Oct-2025","Jostin Masharing","Payment Success","250000"
"38929","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/162034","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","14-Mar-2026","SEBASTIAN KHARMAWPHLANG","Payment Success","100000"
"38930","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/162034","RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA)","ANDREW J. SYNGKON","SHILLONG","06-Oct-2025","SEBASTIAN KHARMAWPHLANG","Payment Success","100000"
"38931","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","CHARBHUJA ENTERPRISES","Payment Success","375000"
"38932","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Kailash Kumawat","Payment Success","9750"
"38933","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Maina Kumawat","Payment Success","3315"
"38934","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Leela Devi","Payment Success","3315"
"38935","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Ramnarayan Kumar","Payment Success","3315"
"38936","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Kalli Devi","Payment Success","3315"
"38937","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Shanti Devi","Payment Success","3315"
"38938","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Shanti Devi","Payment Success","6120"
"38939","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Deu Devi","Payment Success","3315"
"38940","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Maya Kumawat","Payment Success","3315"
"38941","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Devi","Payment Success","3315"
"38942","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Pintu Regar","Payment Success","9750"
"38943","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Gopal Kumawat","Payment Success","9750"
"38944","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Devkaran Regar","Payment Success","3315"
"38945","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Dalu Kumawat","Payment Success","19500"
"38946","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Bhagwati Gurjar","Payment Success","3315"
"38947","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Lila Kumawat","Payment Success","6630"
"38948","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Lila Kumawat","Payment Success","6120"
"38949","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Ramu Bhil","Payment Success","3315"
"38950","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Radheshyam Kumawat","Payment Success","3315"
"38951","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Hemraj Bairwa","Payment Success","8250"
"38952","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Radha Bairwa","Payment Success","2040"
"38953","Rajasthan","Construction of community centers and community halls","WS/MP18162/2025-2026/173817","Shahpura(DISTRICT COLLECTOR Shahpura_IDA)","DAMODAR AGARWAL","BHILWARA","24-Jun-2025","Shanker Kumawat","Payment Success","1500"
"38954","West Bengal","Construction of culverts and bridges","WS/MP829/2024-2025/150791","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","17-Jun-2025","BABAR ENTERPRISE","Payment Success","493170"
"38955","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP485/2024-2025/137230","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Pratima Mondal","JOYNAGAR(SC)","17-Jun-2025","HAZI LN ENTERPRISE","Payment Success","599262"
"38956","West Bengal","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP829/2025-2026/238484","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","21-Jul-2026","MALATI CONSTRUCTION PROP SOMA GHOSH","Payment Success","349642"
"38957","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP829/2024-2025/164121","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","24-Jun-2025","MALATI CONSTRUCTION PROP SOMA GHOSH","Payment Success","224797"
"38958","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP829/2024-2025/164122","HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA)","Smt Sajda Ahmed","ULUBERIA","23-Jun-2025","MALATI CONSTRUCTION PROP SOMA GHOSH","Payment Success","263703"
"38959","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP353/2024-2025/145308","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Adv Dean Kuriakose","IDUKKI","09-Oct-2025","JAMES AUGUSTINE","Payment Success","435725"
"38960","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP826/2024-2025/135533","KALIMPONG(District Magistrate Kalimpong_IDA)","Raju Bista","DARJEELING","16-Jun-2025","ASHOK SUNAM","Payment Success","429493"
"38961","Kerala","Construction of buildings for crèches and anganwadies","WS/MP345/2024-2025/143793","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Shri NK Premachandran","KOLLAM","02-Jul-2026","SUNIL KUMAR S","Payment Success","68896"
"38962","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18215/2024-2025/152765","AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA)","AWADHESH PRASAD","FAIZABAD","29-Sep-2025","SAVITRI DEVI","Payment Success","317211"
"38963","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18215/2024-2025/152765","AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA)","AWADHESH PRASAD","FAIZABAD","11-Jul-2025","SAVITRI DEVI","Payment Success","601198"
"38964","Assam","Construction of culverts and bridges","WS/MP410/2024-2025/139571","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","19-Jun-2025","Satyendra Borah","Payment Success","3574579"
"38965","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18253/2024-2025/139949","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","BAPI HALDAR","MATHURAPUR(SC)","13-Jun-2025","R M Enterprise","Payment Success","348077"
"38966","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Jorpuri","Payment Success","39900"
"38967","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Govindsingh","Payment Success","12825"
"38968","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Dalpat","Payment Success","12825"
"38969","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188921","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","13-Aug-2025","Saranjit Singh","Payment Success","72252"
"38970","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188928","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","16-Jun-2025","Saranjit Singh","Payment Success","9916"
"38971","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188925","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","18-Jun-2025","Saranjit Singh","Payment Success","19494"
"38972","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188924","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","18-Jun-2025","Saranjit Singh","Payment Success","10994"
"38973","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188923","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","18-Jun-2025","Saranjit Singh","Payment Success","21312"
"38974","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188926","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","18-Jun-2025","Saranjit Singh","Payment Success","11332"
"38975","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/188927","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","18-Jun-2025","Saranjit Singh","Payment Success","4927"
"38976","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Mahipalsingh","Payment Success","12825"
"38977","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","parveensingh","Payment Success","47250"
"38978","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Mamatakunwar","Payment Success","12255"
"38979","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18166/2024-2025/164699","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","karishanpuri","Payment Success","4092"
"38980","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2024-2025/164700","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Tola","Payment Success","12825"
"38981","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2024-2025/164700","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","panku","Payment Success","12825"
"38982","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2024-2025/164700","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","Dimpal","Payment Success","10260"
"38983","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2024-2025/164700","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","17-Jun-2025","asok","Payment Success","17158"
"38984","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18229/2025-2026/162076","MEERUT(DISTRICT MAGISTRATE MEERUT_IDA)","ARUN GOVIL","MEERUT","04-Feb-2026","K K Construction","Payment Success","237658"
"38985","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18229/2025-2026/162077","MEERUT(DISTRICT MAGISTRATE MEERUT_IDA)","ARUN GOVIL","MEERUT","04-Feb-2026","K K Construction","Payment Success","237526"
